id,date,function_id,execution_time
4406,2020-04-03,1,255
12353,2020-08-23,4,5752
13518,2020-06-15,4,5898
10188,2020-12-11,3,1035
12107,2020-12-21,4,5935
6303,2020-11-25,2,294
10408,2020-06-21,3,1042
7858,2020-12-27,2,335
14090,2020-09-14,4,5842
2232,2020-07-09,0,69
1648,2020-03-30,0,65
2609,2020-07-19,0,70
13055,2020-12-15,4,5823
15119,2020-05-06,5,165
11347,2020-08-30,3,1031
7029,2020-02-28,2,314
12789,2020-05-09,4,5881
1049,2020-01-23,0,61
12617,2020-09-05,4,5803
14366,2020-02-29,4,5723
1977,2020-11-29,0,72
16617,2020-11-30,5,159
353,2020-08-19,0,70
13532,2020-10-24,4,5948
2208,2020-05-28,0,64
3610,2020-01-20,1,255
2290,2020-10-11,0,64
5718,2020-08-17,1,258
11415,2020-04-08,3,1034
3138,2020-01-28,1,253
8209,2020-06-01,2,332
16668,2020-07-07,5,156
16554,2020-05-21,5,148
3850,2020-04-08,1,253
14526,2020-11-19,4,5686
10917,2020-12-03,3,1038
17889,2020-06-01,5,169
15596,2020-08-22,5,156
1858,2020-03-13,0,70
6558,2020-03-09,2,345
4446,2020-12-25,1,253
8805,2020-02-18,2,310
1727,2020-03-13,0,64
9803,2020-09-27,3,1037
14131,2020-03-27,4,5983
16166,2020-10-18,5,143
8473,2020-09-19,2,324
12728,2020-10-07,4,5670
2086,2020-11-18,0,58
12721,2020-07-07,4,5827
7237,2020-03-04,2,314
360,2020-06-26,0,62
15097,2020-11-30,5,158
1411,2020-07-18,0,66
8833,2020-01-09,2,303
2317,2020-05-08,0,66
13650,2020-05-25,4,5796
11703,2020-09-28,3,1034
17995,2020-07-08,5,151
12383,2020-02-19,4,5960
5990,2020-11-27,1,250
7950,2020-02-04,2,301
11617,2020-08-21,3,1035
7281,2020-02-13,2,340
10619,2020-07-22,3,1033
14202,2020-12-14,4,5680
8830,2020-09-09,2,350
14052,2020-07-10,4,5748
11860,2020-02-18,3,1028
1280,2020-10-27,0,68
1731,2020-01-18,0,62
10800,2020-11-09,3,1034
7776,2020-10-31,2,350
10730,2020-06-08,3,1034
12826,2020-08-25,4,5880
5676,2020-08-11,1,254
7469,2020-04-14,2,317
2774,2020-01-19,0,65
10098,2020-03-31,3,1036
12806,2020-09-01,4,5827
15686,2020-07-06,5,144
4371,2020-06-02,1,245
16215,2020-02-28,5,156
9915,2020-07-15,3,1035
15240,2020-10-26,5,175
17639,2020-01-02,5,155
13948,2020-10-31,4,5842
2805,2020-03-15,0,60
3435,2020-03-22,1,260
16913,2020-12-27,5,162
3877,2020-07-10,1,252
15198,2020-08-07,5,158
5824,2020-08-03,1,254
1362,2020-05-26,0,65
17314,2020-08-02,5,140
1239,2020-01-17,0,60
5705,2020-10-13,1,257
4650,2020-03-16,1,252
10127,2020-05-29,3,1020
2178,2020-11-12,0,78
15663,2020-01-11,5,155
3105,2020-05-10,1,259
17471,2020-11-12,5,132
2042,2020-05-31,0,58
8586,2020-04-09,2,329
16645,2020-12-12,5,140
17412,2020-06-30,5,138
14436,2020-04-21,4,5806
6827,2020-01-14,2,321
2517,2020-10-10,0,62
3678,2020-07-03,1,255
4966,2020-11-02,1,256
17539,2020-03-24,5,146
11997,2020-02-05,3,1037
884,2020-05-21,0,71
2327,2020-12-15,0,76
4012,2020-01-13,1,254
17333,2020-09-22,5,157
159,2020-11-23,0,68
3995,2020-01-29,1,257
15507,2020-03-07,5,163
4073,2020-04-05,1,258
13379,2020-11-22,4,5761
6412,2020-12-26,2,341
2095,2020-10-30,0,69
7825,2020-12-22,2,301
8568,2020-10-09,2,356
8216,2020-09-23,2,343
5281,2020-07-21,1,252
2163,2020-07-14,0,63
6181,2020-11-01,2,313
1376,2020-09-25,0,55
15224,2020-01-25,5,150
5529,2020-08-17,1,249
7693,2020-06-26,2,327
12796,2020-11-29,4,5849
1368,2020-02-14,0,66
2854,2020-08-04,0,69
9156,2020-07-10,3,1027
6108,2020-03-15,2,331
11320,2020-01-12,3,1036
16580,2020-02-15,5,151
11066,2020-04-05,3,1039
13061,2020-12-08,4,5883
9885,2020-01-24,3,1038
14298,2020-02-20,4,5784
2053,2020-10-15,0,75
12246,2020-08-29,4,5934
16839,2020-05-14,5,155
6783,2020-04-01,2,360
17993,2020-09-04,5,176
15487,2020-09-22,5,164
15138,2020-02-25,5,141
16407,2020-02-08,5,152
1255,2020-06-18,0,68
4856,2020-04-07,1,256
3974,2020-02-25,1,257
2021,2020-02-02,0,75
8928,2020-10-13,2,332
412,2020-12-08,0,64
14355,2020-06-30,4,5879
14517,2020-09-27,4,5724
10451,2020-11-20,3,1038
4862,2020-12-16,1,257
7321,2020-08-07,2,315
7097,2020-02-25,2,335
17173,2020-05-14,5,150
8234,2020-07-28,2,339
10565,2020-06-23,3,1037
14323,2020-05-17,4,5756
9679,2020-03-31,3,1028
12439,2020-06-10,4,5846
4390,2020-10-08,1,251
13281,2020-10-09,4,5752
6672,2020-03-01,2,333
14991,2020-10-01,4,5778
12155,2020-04-17,4,5817
16222,2020-01-19,5,155
10117,2020-11-12,3,1028
9985,2020-08-27,3,1039
4436,2020-01-01,1,252
3356,2020-05-05,1,250
9095,2020-07-05,3,1042
11573,2020-03-28,3,1034
16966,2020-04-27,5,148
11409,2020-12-25,3,1033
5727,2020-04-11,1,252
10935,2020-11-18,3,1033
2980,2020-09-08,0,66
4352,2020-11-26,1,256
1016,2020-08-24,0,66
2465,2020-09-25,0,61
4690,2020-07-07,1,252
8718,2020-12-01,2,314
883,2020-11-05,0,61
11360,2020-10-01,3,1032
1996,2020-11-19,0,70
2993,2020-09-22,0,64
17922,2020-10-06,5,144
6647,2020-10-31,2,295
2046,2020-11-14,0,63
16061,2020-03-07,5,134
16405,2020-11-22,5,163
16164,2020-06-09,5,137
1927,2020-01-10,0,63
5533,2020-09-30,1,252
12300,2020-10-13,4,5896
9549,2020-10-16,3,1036
428,2020-09-23,0,79
4617,2020-09-01,1,249
5994,2020-06-28,1,251
12404,2020-06-30,4,5796
665,2020-04-18,0,66
6621,2020-10-19,2,341
11920,2020-09-25,3,1035
9427,2020-11-10,3,1029
6330,2020-05-05,2,348
4909,2020-12-25,1,259
9463,2020-06-02,3,1029
4828,2020-09-21,1,249
12167,2020-10-24,4,5861
13777,2020-02-15,4,5835
10534,2020-09-08,3,1034
16600,2020-05-09,5,145
14088,2020-05-16,4,5707
12600,2020-09-06,4,5670
16066,2020-06-26,5,158
14775,2020-01-29,4,5829
14995,2020-04-04,4,5905
9176,2020-11-28,3,1034
7347,2020-11-21,2,330
12717,2020-12-29,4,5948
12581,2020-04-20,4,5827
15422,2020-10-09,5,157
5691,2020-08-08,1,256
6405,2020-04-19,2,323
13860,2020-11-15,4,5869
13335,2020-06-13,4,5872
14768,2020-04-14,4,5747
6447,2020-03-02,2,322
9851,2020-09-28,3,1027
4482,2020-04-25,1,251
12582,2020-05-08,4,5773
13237,2020-12-20,4,5717
7268,2020-11-24,2,357
12168,2020-05-23,4,5994
4634,2020-11-23,1,252
9029,2020-08-09,3,1035
2518,2020-11-16,0,72
1792,2020-05-17,0,63
4066,2020-07-17,1,254
6193,2020-02-28,2,359
14822,2020-06-27,4,5716
12673,2020-02-26,4,5656
4978,2020-11-09,1,254
16377,2020-01-24,5,153
13914,2020-09-11,4,5859
10460,2020-09-10,3,1031
4888,2020-03-25,1,253
11393,2020-01-03,3,1035
1695,2020-04-18,0,63
8930,2020-12-15,2,336
8269,2020-06-10,2,342
1891,2020-06-13,0,64
210,2020-03-26,0,71
5441,2020-06-04,1,253
10983,2020-11-21,3,1031
8732,2020-08-11,2,345
118,2020-11-11,0,71
10538,2020-03-25,3,1027
1421,2020-02-11,0,61
14519,2020-12-17,4,5930
11158,2020-11-20,3,1033
5816,2020-07-16,1,253
6833,2020-05-18,2,334
7013,2020-08-06,2,337
6791,2020-04-20,2,318
1410,2020-07-21,0,67
10378,2020-01-30,3,1031
15777,2020-08-13,5,145
5312,2020-06-16,1,258
712,2020-11-03,0,59
11101,2020-12-05,3,1037
12619,2020-03-04,4,5691
2145,2020-07-17,0,70
5427,2020-08-24,1,251
7257,2020-03-10,2,294
12795,2020-10-26,4,5803
9438,2020-12-08,3,1026
545,2020-01-05,0,72
142,2020-01-06,0,69
11190,2020-09-04,3,1037
12314,2020-07-09,4,6034
2931,2020-08-24,0,73
10580,2020-04-27,3,1032
9744,2020-06-28,3,1034
2822,2020-06-11,0,64
2429,2020-06-05,0,64
3054,2020-09-15,1,252
4889,2020-02-05,1,252
7475,2020-12-27,2,331
270,2020-04-22,0,71
10111,2020-12-18,3,1044
17674,2020-10-19,5,159
9691,2020-01-08,3,1041
14862,2020-09-17,4,5851
14583,2020-08-15,4,6009
8723,2020-07-03,2,332
4754,2020-05-02,1,255
15850,2020-09-22,5,166
7063,2020-08-17,2,316
4528,2020-04-18,1,251
5421,2020-11-29,1,254
7824,2020-03-28,2,322
2193,2020-09-20,0,58
8282,2020-01-28,2,294
6488,2020-05-08,2,336
4044,2020-08-06,1,252
2904,2020-03-19,0,66
2989,2020-01-21,0,60
3164,2020-01-30,1,253
17270,2020-01-20,5,149
6499,2020-10-01,2,324
10775,2020-07-29,3,1028
7283,2020-12-13,2,332
12095,2020-05-22,4,5780
9111,2020-10-18,3,1034
2122,2020-11-16,0,60
11874,2020-12-20,3,1035
2313,2020-09-19,0,70
7630,2020-01-08,2,326
10309,2020-06-11,3,1041
7197,2020-01-22,2,379
16242,2020-02-17,5,147
267,2020-06-10,0,75
5055,2020-05-30,1,256
5250,2020-07-03,1,259
8238,2020-01-11,2,320
208,2020-06-12,0,74
4079,2020-10-28,1,261
1144,2020-06-11,0,67
3781,2020-07-22,1,253
9117,2020-05-06,3,1028
6527,2020-02-13,2,302
16685,2020-08-27,5,148
5512,2020-05-23,1,257
6409,2020-03-07,2,292
2604,2020-10-20,0,60
12598,2020-05-14,4,5619
4223,2020-08-24,1,255
12923,2020-08-03,4,5813
9701,2020-08-08,3,1037
1475,2020-07-29,0,58
1195,2020-08-16,0,70
14451,2020-09-10,4,5857
11003,2020-02-05,3,1036
17531,2020-08-31,5,155
6927,2020-01-27,2,315
1997,2020-09-21,0,67
14223,2020-04-14,4,5835
6950,2020-03-05,2,330
4527,2020-09-07,1,255
9053,2020-11-22,3,1028
9582,2020-01-09,3,1037
6589,2020-12-28,2,359
13982,2020-02-29,4,5866
16906,2020-07-30,5,139
7863,2020-10-07,2,336
15052,2020-09-24,5,151
14048,2020-08-25,4,5831
593,2020-04-27,0,59
13057,2020-08-01,4,5756
3981,2020-08-17,1,257
9615,2020-08-31,3,1032
5564,2020-08-27,1,255
4281,2020-07-18,1,255
15612,2020-09-03,5,158
13969,2020-12-30,4,5779
2174,2020-08-22,0,67
6219,2020-02-15,2,333
9394,2020-03-09,3,1035
12111,2020-06-16,4,5679
8612,2020-08-30,2,328
4179,2020-09-25,1,252
14327,2020-11-06,4,5767
15306,2020-05-07,5,146
10901,2020-10-18,3,1036
5766,2020-01-10,1,252
17417,2020-11-04,5,154
10148,2020-03-08,3,1036
1497,2020-04-30,0,62
13909,2020-08-31,4,5791
9266,2020-05-01,3,1034
11932,2020-02-06,3,1035
9363,2020-07-06,3,1028
16042,2020-06-28,5,152
8057,2020-03-14,2,318
14796,2020-01-19,4,5763
2911,2020-12-25,0,61
11835,2020-05-06,3,1038
7428,2020-09-10,2,342
15666,2020-06-04,5,167
815,2020-06-30,0,66
12586,2020-03-12,4,5943
13267,2020-07-20,4,5665
17516,2020-09-21,5,144
10678,2020-03-22,3,1030
6699,2020-10-28,2,323
15018,2020-04-26,5,162
11439,2020-09-01,3,1031
383,2020-03-05,0,57
5093,2020-02-26,1,254
16020,2020-03-30,5,150
4505,2020-12-22,1,257
7254,2020-12-16,2,360
5636,2020-11-28,1,255
1285,2020-08-17,0,69
13942,2020-12-17,4,5877
12196,2020-08-25,4,5858
108,2020-08-23,0,60
11712,2020-05-10,3,1039
8773,2020-05-21,2,359
8241,2020-03-12,2,371
12359,2020-05-19,4,5815
4904,2020-06-19,1,251
13903,2020-11-28,4,5733
13769,2020-01-09,4,5922
7896,2020-04-24,2,316
1876,2020-05-14,0,61
3355,2020-02-04,1,254
8235,2020-03-09,2,316
10543,2020-07-06,3,1031
7894,2020-09-19,2,332
8650,2020-09-20,2,319
6319,2020-02-02,2,330
14977,2020-09-15,4,5867
2548,2020-09-01,0,65
9193,2020-04-09,3,1043
13016,2020-04-09,4,5801
14469,2020-07-01,4,5788
11663,2020-06-14,3,1039
1941,2020-11-08,0,56
2322,2020-12-28,0,70
4449,2020-09-20,1,250
6349,2020-08-31,2,366
12181,2020-03-14,4,5966
9159,2020-04-09,3,1039
1901,2020-05-13,0,72
7694,2020-06-07,2,353
14374,2020-10-24,4,5861
1998,2020-02-19,0,59
13063,2020-07-10,4,5848
8113,2020-12-15,2,330
13970,2020-04-29,4,5721
12347,2020-12-02,4,6006
5118,2020-11-21,1,252
10579,2020-06-24,3,1032
3265,2020-11-15,1,250
17835,2020-01-27,5,161
9968,2020-12-03,3,1033
1188,2020-10-08,0,70
9258,2020-02-24,3,1023
13477,2020-09-23,4,5598
17029,2020-07-07,5,163
14618,2020-03-08,4,5751
17037,2020-12-11,5,146
14158,2020-10-16,4,5928
7358,2020-09-09,2,353
17266,2020-06-25,5,139
10763,2020-10-02,3,1033
9213,2020-01-02,3,1033
16255,2020-10-30,5,158
12204,2020-12-08,4,5678
4871,2020-04-25,1,254
1198,2020-03-31,0,70
10237,2020-08-22,3,1034
12423,2020-09-13,4,5906
6899,2020-07-25,2,327
10680,2020-10-19,3,1040
1917,2020-01-23,0,71
12316,2020-10-12,4,5689
14864,2020-02-09,4,5647
13154,2020-09-11,4,5814
4392,2020-05-02,1,254
13877,2020-02-04,4,5850
14400,2020-10-08,4,5798
1047,2020-03-11,0,70
12276,2020-04-27,4,5684
1980,2020-08-24,0,61
15184,2020-11-27,5,146
9260,2020-03-08,3,1042
14045,2020-08-14,4,5874
10845,2020-06-24,3,1027
8986,2020-03-29,2,353
7875,2020-03-22,2,357
8981,2020-05-05,2,319
967,2020-08-30,0,59
17616,2020-09-21,5,141
7217,2020-07-01,2,346
8918,2020-05-13,2,326
5699,2020-08-18,1,255
11244,2020-06-08,3,1026
9725,2020-03-29,3,1025
10050,2020-08-28,3,1034
2907,2020-08-30,0,65
2003,2020-12-21,0,72
11305,2020-04-01,3,1022
8767,2020-03-30,2,326
3029,2020-10-02,1,260
8933,2020-12-25,2,331
17436,2020-06-28,5,154
12785,2020-12-27,4,5686
13886,2020-12-15,4,5676
7357,2020-11-22,2,348
14836,2020-03-16,4,5784
13705,2020-12-03,4,5879
215,2020-07-26,0,59
1699,2020-10-24,0,68
4445,2020-06-30,1,257
15188,2020-07-24,5,170
15695,2020-09-18,5,148
5839,2020-10-27,1,259
304,2020-12-07,0,62
12236,2020-01-14,4,5665
9849,2020-08-24,3,1038
16981,2020-01-26,5,163
7229,2020-03-24,2,338
10994,2020-01-05,3,1033
5163,2020-03-15,1,253
8535,2020-04-18,2,330
12807,2020-04-24,4,5677
11341,2020-05-01,3,1032
14214,2020-12-02,4,5906
9571,2020-03-26,3,1036
3357,2020-05-24,1,252
11679,2020-09-12,3,1028
9102,2020-08-12,3,1036
15017,2020-08-22,5,133
14574,2020-07-15,4,5587
14456,2020-11-11,4,5846
11425,2020-02-08,3,1036
17261,2020-09-27,5,155
3838,2020-07-10,1,256
16526,2020-11-05,5,164
8024,2020-04-12,2,321
15887,2020-08-29,5,149
6985,2020-09-26,2,350
15273,2020-03-14,5,158
14567,2020-07-05,4,5807
6515,2020-12-09,2,351
13340,2020-01-23,4,5911
8514,2020-09-11,2,317
13509,2020-09-10,4,5639
13859,2020-09-10,4,5674
16976,2020-02-04,5,150
7964,2020-04-06,2,331
3020,2020-09-20,1,254
13680,2020-01-06,4,5816
12035,2020-10-06,4,5892
1019,2020-02-22,0,64
10944,2020-01-27,3,1029
15988,2020-04-22,5,155
1315,2020-02-19,0,63
5507,2020-04-16,1,260
4157,2020-09-28,1,247
15404,2020-08-26,5,143
13225,2020-05-24,4,5732
14732,2020-08-07,4,5681
2005,2020-11-24,0,55
14458,2020-03-03,4,5966
5468,2020-01-16,1,251
9331,2020-06-05,3,1035
16698,2020-11-24,5,148
9050,2020-02-27,3,1034
8359,2020-04-18,2,297
15466,2020-02-29,5,147
11331,2020-09-18,3,1031
16731,2020-07-28,5,155
4168,2020-01-06,1,256
5151,2020-09-08,1,257
2825,2020-07-15,0,59
9616,2020-06-19,3,1033
17702,2020-10-06,5,159
4874,2020-06-14,1,255
17353,2020-03-06,5,153
4033,2020-07-19,1,252
10407,2020-12-29,3,1028
17197,2020-10-23,5,139
1384,2020-06-17,0,66
10844,2020-11-23,3,1033
14318,2020-11-02,4,5787
14077,2020-07-15,4,5779
14257,2020-03-12,4,5851
8772,2020-12-30,2,355
4996,2020-12-08,1,250
2344,2020-06-01,0,69
4798,2020-08-06,1,252
4093,2020-02-11,1,253
7412,2020-02-27,2,327
9613,2020-06-10,3,1019
17544,2020-08-01,5,158
541,2020-03-05,0,71
12714,2020-08-16,4,5713
5984,2020-02-23,1,256
12679,2020-05-13,4,5840
6536,2020-08-30,2,330
395,2020-03-07,0,60
13040,2020-12-15,4,5672
7459,2020-10-22,2,324
10898,2020-05-27,3,1033
10840,2020-02-16,3,1037
1670,2020-02-26,0,69
6195,2020-05-08,2,356
13272,2020-10-23,4,5780
16794,2020-11-15,5,145
17278,2020-04-08,5,141
11614,2020-02-24,3,1026
5620,2020-10-29,1,258
7731,2020-02-19,2,352
16990,2020-12-05,5,162
12956,2020-11-23,4,5668
11646,2020-12-03,3,1042
14690,2020-05-06,4,5764
9981,2020-07-07,3,1039
5175,2020-11-21,1,250
12876,2020-07-23,4,5864
1953,2020-08-25,0,64
15804,2020-08-07,5,158
7895,2020-03-16,2,319
2635,2020-11-23,0,67
16993,2020-08-16,5,157
4695,2020-01-05,1,250
1090,2020-10-10,0,69
11778,2020-03-03,3,1040
3040,2020-03-15,1,254
4788,2020-12-28,1,260
6372,2020-07-29,2,337
11011,2020-10-22,3,1041
1580,2020-03-07,0,65
5605,2020-09-22,1,254
3954,2020-07-11,1,253
5474,2020-12-24,1,259
13352,2020-10-09,4,5837
1240,2020-02-25,0,63
13475,2020-03-01,4,5745
2943,2020-09-24,0,70
14788,2020-11-19,4,5660
4104,2020-04-17,1,251
3820,2020-04-17,1,247
1614,2020-04-24,0,62
6795,2020-12-26,2,307
5693,2020-11-29,1,253
3869,2020-03-20,1,257
9880,2020-09-06,3,1033
2036,2020-03-16,0,70
10324,2020-02-11,3,1031
13495,2020-02-27,4,5795
16531,2020-08-03,5,151
7180,2020-09-26,2,298
4333,2020-08-04,1,255
5958,2020-09-23,1,257
14937,2020-06-06,4,5808
4452,2020-09-27,1,259
3931,2020-07-13,1,254
14898,2020-11-12,4,5763
4537,2020-04-19,1,252
8105,2020-11-19,2,395
8875,2020-11-22,2,294
7,2020-03-11,0,57
946,2020-11-07,0,65
5579,2020-11-13,1,253
1221,2020-05-05,0,67
7587,2020-12-13,2,330
10542,2020-02-18,3,1026
2524,2020-09-07,0,56
12949,2020-06-11,4,5815
15621,2020-09-27,5,154
15994,2020-08-25,5,167
11855,2020-02-13,3,1035
1954,2020-08-08,0,66
14266,2020-10-02,4,5667
3329,2020-09-09,1,251
16611,2020-02-04,5,151
17331,2020-04-22,5,149
13781,2020-11-25,4,5902
10427,2020-04-13,3,1030
7658,2020-07-18,2,312
17593,2020-10-08,5,160
2248,2020-10-21,0,62
10157,2020-10-03,3,1028
2728,2020-03-17,0,72
8710,2020-11-26,2,301
3454,2020-01-28,1,256
8728,2020-04-10,2,347
15115,2020-08-02,5,154
8300,2020-11-05,2,307
7922,2020-11-24,2,327
13364,2020-09-13,4,5806
16433,2020-05-01,5,160
2,2020-06-20,0,70
15423,2020-03-07,5,147
11379,2020-09-03,3,1028
15216,2020-12-16,5,140
592,2020-01-12,0,67
16835,2020-11-16,5,155
4499,2020-04-19,1,251
5600,2020-06-14,1,256
16969,2020-03-02,5,158
4658,2020-07-31,1,251
12391,2020-08-23,4,5774
12872,2020-10-18,4,5915
13453,2020-10-28,4,5932
17045,2020-01-02,5,161
6092,2020-10-25,2,351
14534,2020-10-06,4,5829
148,2020-10-17,0,52
4149,2020-12-04,1,258
17224,2020-04-25,5,156
1910,2020-05-31,0,69
7638,2020-10-27,2,322
2617,2020-11-11,0,58
1044,2020-12-04,0,72
9261,2020-02-21,3,1030
14779,2020-05-31,4,5993
5946,2020-07-02,1,256
73,2020-09-23,0,68
2898,2020-05-04,0,64
17478,2020-04-11,5,160
13501,2020-11-17,4,5745
2667,2020-10-11,0,62
7939,2020-12-21,2,317
7219,2020-07-01,2,348
12919,2020-12-29,4,5708
13078,2020-02-10,4,5818
6134,2020-10-25,2,332
389,2020-08-18,0,64
11457,2020-11-13,3,1030
16301,2020-05-09,5,175
9236,2020-11-25,3,1025
1696,2020-07-31,0,62
6768,2020-12-06,2,349
6320,2020-01-16,2,296
16844,2020-09-27,5,159
14858,2020-12-28,4,5722
8256,2020-01-12,2,327
15549,2020-08-22,5,147
8137,2020-02-26,2,344
7454,2020-01-27,2,338
17145,2020-03-26,5,139
13347,2020-09-18,4,5767
13896,2020-05-11,4,5736
17748,2020-01-17,5,153
5658,2020-03-29,1,253
9603,2020-06-21,3,1029
2353,2020-03-14,0,65
7998,2020-07-22,2,338
3216,2020-07-28,1,253
9998,2020-01-16,3,1027
5069,2020-02-15,1,254
882,2020-11-05,0,56
160,2020-09-03,0,65
2549,2020-09-12,0,68
1965,2020-04-24,0,62
6903,2020-04-03,2,378
13391,2020-11-17,4,5806
16719,2020-01-02,5,149
1226,2020-07-02,0,60
6079,2020-03-25,2,297
49,2020-08-26,0,74
15142,2020-09-02,5,157
2583,2020-01-20,0,65
6125,2020-04-03,2,339
10769,2020-05-31,3,1030
16986,2020-09-30,5,158
10321,2020-03-07,3,1036
16283,2020-02-24,5,158
16308,2020-08-28,5,156
7550,2020-12-11,2,322
11215,2020-06-11,3,1038
4598,2020-03-12,1,249
8028,2020-04-17,2,330
16357,2020-05-22,5,165
13283,2020-04-02,4,5712
3068,2020-01-07,1,255
11175,2020-03-06,3,1029
7015,2020-12-10,2,351
17152,2020-02-27,5,137
8085,2020-04-15,2,351
4633,2020-08-23,1,252
17822,2020-02-05,5,143
10808,2020-11-08,3,1023
6980,2020-02-27,2,314
10458,2020-04-19,3,1036
12738,2020-11-15,4,6005
9006,2020-10-01,3,1034
1894,2020-03-16,0,69
5943,2020-04-13,1,259
15390,2020-10-13,5,146
16139,2020-07-06,5,137
7445,2020-06-08,2,353
6280,2020-09-22,2,322
12475,2020-09-29,4,5690
3905,2020-12-22,1,252
9705,2020-12-14,3,1032
9402,2020-08-28,3,1027
7143,2020-01-12,2,313
10014,2020-12-09,3,1038
1042,2020-05-20,0,74
12897,2020-04-08,4,5878
12705,2020-09-11,4,5743
12656,2020-09-29,4,5775
7609,2020-09-17,2,300
5003,2020-11-09,1,256
2783,2020-12-02,0,69
3100,2020-05-13,1,255
17303,2020-01-19,5,138
12123,2020-06-26,4,5819
3607,2020-11-10,1,259
4906,2020-07-24,1,251
151,2020-10-09,0,66
1229,2020-04-05,0,62
5056,2020-12-15,1,254
13249,2020-06-05,4,5642
5895,2020-06-01,1,256
12216,2020-02-11,4,5722
3470,2020-01-01,1,247
17452,2020-03-02,5,149
13468,2020-01-07,4,5763
1102,2020-07-22,0,66
12720,2020-03-27,4,5761
13980,2020-12-10,4,5655
5455,2020-03-19,1,256
10207,2020-01-16,3,1040
9262,2020-05-26,3,1034
17824,2020-10-31,5,124
897,2020-05-28,0,65
12740,2020-03-07,4,5876
17033,2020-01-25,5,181
17034,2020-09-30,5,141
12869,2020-03-24,4,5566
13837,2020-05-26,4,5816
6304,2020-07-16,2,345
8815,2020-03-22,2,349
17405,2020-10-21,5,161
3690,2020-05-25,1,253
5413,2020-10-15,1,252
10327,2020-03-14,3,1030
3885,2020-03-27,1,256
11863,2020-08-03,3,1027
11153,2020-05-31,3,1038
317,2020-10-10,0,71
8639,2020-03-07,2,319
17729,2020-09-12,5,152
4895,2020-08-04,1,253
7925,2020-12-24,2,357
10338,2020-09-19,3,1033
12790,2020-11-26,4,5894
10753,2020-01-17,3,1034
6924,2020-03-01,2,360
1955,2020-01-23,0,72
4380,2020-02-26,1,256
875,2020-11-16,0,67
927,2020-02-10,0,70
3125,2020-04-30,1,254
602,2020-01-12,0,72
16131,2020-09-22,5,135
1425,2020-09-14,0,64
13670,2020-04-05,4,5767
11968,2020-07-02,3,1026
10634,2020-10-04,3,1038
11818,2020-01-31,3,1023
6934,2020-06-13,2,342
11944,2020-03-11,3,1034
3404,2020-06-12,1,251
4891,2020-05-26,1,255
3039,2020-10-07,1,255
252,2020-11-28,0,62
11830,2020-04-26,3,1036
10737,2020-07-17,3,1032
2347,2020-12-23,0,69
12626,2020-01-10,4,5774
1880,2020-08-21,0,70
10789,2020-04-25,3,1032
12688,2020-07-11,4,5654
5185,2020-06-18,1,257
4800,2020-01-23,1,254
12753,2020-11-26,4,5714
493,2020-06-12,0,67
5296,2020-10-19,1,256
14638,2020-06-08,4,5967
1013,2020-10-12,0,66
17695,2020-03-19,5,143
11258,2020-08-16,3,1036
5419,2020-02-24,1,254
11892,2020-04-28,3,1032
15823,2020-05-22,5,156
16321,2020-02-11,5,136
12553,2020-05-04,4,5747
1297,2020-01-22,0,68
5873,2020-09-17,1,249
780,2020-05-07,0,66
17848,2020-10-02,5,166
2192,2020-05-17,0,64
15976,2020-08-27,5,156
4171,2020-04-12,1,256
8643,2020-09-27,2,336
1630,2020-05-25,0,65
13429,2020-10-10,4,5773
9949,2020-03-17,3,1042
11845,2020-07-19,3,1035
4735,2020-01-27,1,253
16399,2020-04-10,5,168
7561,2020-01-16,2,326
15356,2020-05-28,5,155
13179,2020-09-30,4,5686
14183,2020-03-18,4,5664
12491,2020-06-17,4,5616
15026,2020-08-26,5,159
1897,2020-12-16,0,61
6955,2020-09-15,2,356
119,2020-12-09,0,67
7273,2020-11-23,2,303
11885,2020-09-07,3,1029
16010,2020-03-15,5,132
1296,2020-04-16,0,68
393,2020-09-26,0,65
2251,2020-08-01,0,68
1544,2020-08-28,0,69
16666,2020-09-04,5,158
440,2020-06-21,0,66
5749,2020-04-23,1,260
17740,2020-09-19,5,150
9135,2020-08-11,3,1033
8327,2020-12-24,2,342
15942,2020-11-24,5,162
16864,2020-10-27,5,144
12624,2020-05-18,4,5852
8689,2020-07-01,2,306
9945,2020-04-18,3,1040
3856,2020-03-05,1,252
7069,2020-06-24,2,346
3233,2020-08-21,1,253
13412,2020-08-17,4,5850
5308,2020-12-07,1,257
15003,2020-09-14,5,158
5165,2020-03-17,1,257
7654,2020-08-24,2,314
8546,2020-05-17,2,333
13858,2020-06-24,4,5719
4331,2020-01-22,1,261
17155,2020-11-23,5,134
14153,2020-03-11,4,5683
11802,2020-02-17,3,1033
5911,2020-03-20,1,256
12726,2020-06-11,4,5951
6182,2020-12-10,2,316
5171,2020-09-14,1,253
7967,2020-05-20,2,319
10612,2020-08-11,3,1024
13644,2020-11-09,4,5740
16129,2020-05-12,5,161
14857,2020-07-31,4,5727
9300,2020-11-22,3,1027
7754,2020-04-08,2,361
869,2020-04-24,0,68
2759,2020-01-15,0,72
6744,2020-01-19,2,365
7984,2020-12-12,2,318
7100,2020-10-06,2,349
12943,2020-02-24,4,5861
16285,2020-01-20,5,153
12458,2020-09-29,4,5847
5817,2020-05-18,1,252
822,2020-07-18,0,69
12931,2020-05-18,4,5994
14677,2020-01-30,4,5728
9620,2020-08-22,3,1028
9944,2020-08-07,3,1030
